t,x,y,z,w,i,j,k
1.53,0,0,-0.153,1,0,0,0
1.54,0,0,-0.154,1,0,0,0
1.55,0,0,-0.155,1,0,0,0
1.56,0,0,-0.156,1,0,0,0
1.57,0,0,-0.157,1,0,0,0
1.58,0,0,-0.158,1,0,0,0
1.59,0,0,-0.159,1,0,0,0
1.6,0,0,-0.16,1,0,0,0
1.61,0,0,-0.161,1,0,0,0
1.62,0,0,-0.162,1,0,0,0
1.63,0,0,-0.163,1,0,0,0
1.64,0,0,-0.164,1,0,0,0
1.65,0,0,-0.165,1,0,0,0
1.66,0,0,-0.166,1,0,0,0
1.67,0,0,-0.167,1,0,0,0
1.68,0,0,-0.168,1,0,0,0
1.69,0,0,-0.169,1,0,0,0
1.7,0,0,-0.17,1,0,0,0
1.71,0,0,-0.171,1,0,0,0
1.72,0,0,-0.172,1,0,0,0
1.73,0,0,-0.173,1,0,0,0
1.74,0,0,-0.174,1,0,0,0
1.75,0,0,-0.175,1,0,0,0
1.76,0,0,-0.176,1,0,0,0
1.77,0,0,-0.177,1,0,0,0
1.78,0,0,-0.178,1,0,0,0
1.79,0,0,-0.179,1,0,0,0
1.8,0,0,-0.18,1,0,0,0
1.81,0,0,-0.181,1,0,0,0
1.82,0,0,-0.182,1,0,0,0
1.83,0,0,-0.183,1,0,0,0
1.84,0,0,-0.184,1,0,0,0
1.85,0,0,-0.185,1,0,0,0
1.86,0,0,-0.186,1,0,0,0
1.87,0,0,-0.187,1,0,0,0
1.88,0,0,-0.188,1,0,0,0
1.89,0,0,-0.189,1,0,0,0
1.9,0,0,-0.19,1,0,0,0
1.91,0,0,-0.191,1,0,0,0
1.92,0,0,-0.192,1,0,0,0
1.93,0,0,-0.193,1,0,0,0
1.94,0,0,-0.194,1,0,0,0
1.95,0,0,-0.195,1,0,0,0
1.96,0,0,-0.196,1,0,0,0
1.97,0,0,-0.197,1,0,0,0
1.98,0,0,-0.198,1,0,0,0
1.99,0,0,-0.199,1,0,0,0
2,0,0,-0.2,1,0,0,0
2.01,0,0,-0.201,1,0,0,0
2.02,0,0,-0.202,1,0,0,0
2.03,0,0,-0.203,1,0,0,0
2.04,0,0,-0.204,1,0,0,0
2.05,0,0,-0.205,1,0,0,0
2.06,0,0,-0.206,1,0,0,0
2.07,0,0,-0.207,1,0,0,0
2.08,0,0,-0.208,1,0,0,0
2.09,0,0,-0.209,1,0,0,0
2.1,0,0,-0.21,1,0,0,0
2.11,0,0,-0.211,1,0,0,0
2.12,0,0,-0.212,1,0,0,0
2.13,0,0,-0.213,1,0,0,0
2.14,0,0,-0.214,1,0,0,0
2.15,0,0,-0.215,1,0,0,0
2.16,0,0,-0.216,1,0,0,0
2.17,0,0,-0.217,1,0,0,0
2.18,0,0,-0.218,1,0,0,0
2.19,0,0,-0.219,1,0,0,0
2.2,0,0,-0.22,1,0,0,0
2.21,0,0,-0.221,1,0,0,0
2.22,0,0,-0.222,1,0,0,0
2.23,0,0,-0.223,1,0,0,0
2.24,0,0,-0.224,1,0,0,0
2.25,0,0,-0.225,1,0,0,0
2.26,0,0,-0.226,1,0,0,0
2.27,0,0,-0.227,1,0,0,0
2.28,0,0,-0.228,1,0,0,0
2.29,0,0,-0.229,1,0,0,0
2.3,0,0,-0.23,1,0,0,0
2.31,0,0,-0.231,1,0,0,0
2.32,0,0,-0.232,1,0,0,0
2.33,0,0,-0.233,1,0,0,0
2.34,0,0,-0.234,1,0,0,0
2.35,0,0,-0.235,1,0,0,0
2.36,0,0,-0.236,1,0,0,0
2.37,0,0,-0.237,1,0,0,0
2.38,0,0,-0.238,1,0,0,0
2.39,0,0,-0.239,1,0,0,0
2.4,0,0,-0.24,1,0,0,0
2.41,0,0,-0.241,1,0,0,0
2.42,0,0,-0.242,1,0,0,0
2.43,0,0,-0.243,1,0,0,0
2.44,0,0,-0.244,1,0,0,0
2.45,0,0,-0.245,1,0,0,0
2.46,0,0,-0.246,1,0,0,0
2.47,0,0,-0.247,1,0,0,0
2.48,0,0,-0.248,1,0,0,0
2.49,0,0,-0.249,1,0,0,0
2.5,0,0,-0.25,1,0,0,0
2.51,0,0,-0.251,1,0,0,0
2.52,0,0,-0.252,1,0,0,0
2.53,0,0,-0.253,1,0,0,0
2.54,0,0,-0.254,1,0,0,0
2.55,0,0,-0.255,1,0,0,0
2.56,0,0,-0.256,1,0,0,0
2.57,0,0,-0.257,1,0,0,0
2.58,0,0,-0.258,1,0,0,0
2.59,0,0,-0.259,1,0,0,0
2.6,0,0,-0.26,1,0,0,0
2.61,0,0,-0.261,1,0,0,0
2.62,0,0,-0.262,1,0,0,0
2.63,0,0,-0.263,1,0,0,0
2.64,0,0,-0.264,1,0,0,0
2.65,0,0,-0.265,1,0,0,0
2.66,0,0,-0.266,1,0,0,0
2.67,0,0,-0.267,1,0,0,0
2.68,0,0,-0.268,1,0,0,0
2.69,0,0,-0.269,1,0,0,0
2.7,0,0,-0.27,1,0,0,0
2.71,0,0,-0.271,1,0,0,0
2.72,0,0,-0.272,1,0,0,0
2.73,0,0,-0.273,1,0,0,0
2.74,0,0,-0.274,1,0,0,0
2.75,0,0,-0.275,1,0,0,0
2.76,0,0,-0.276,1,0,0,0
2.77,0,0,-0.277,1,0,0,0
2.78,0,0,-0.278,1,0,0,0
2.79,0,0,-0.279,1,0,0,0
2.8,0,0,-0.28,1,0,0,0
2.81,0,0,-0.281,1,0,0,0
2.82,0,0,-0.282,1,0,0,0
2.83,0,0,-0.283,1,0,0,0
2.84,0,0,-0.284,1,0,0,0
2.85,0,0,-0.285,1,0,0,0
2.86,0,0,-0.286,1,0,0,0
2.87,0,0,-0.287,1,0,0,0
2.88,0,0,-0.288,1,0,0,0
2.89,0,0,-0.289,1,0,0,0
2.9,0,0,-0.29,1,0,0,0
2.91,0,0,-0.291,1,0,0,0
2.92,0,0,-0.292,1,0,0,0
2.93,0,0,-0.293,1,0,0,0
2.94,0,0,-0.294,1,0,0,0
2.95,0,0,-0.295,1,0,0,0
2.96,0,0,-0.296,1,0,0,0
2.97,0,0,-0.297,1,0,0,0
2.98,0,0,-0.298,1,0,0,0
2.99,0,0,-0.299,1,0,0,0
3,0,0,-0.3,1,0,0,0
3.01,0,0,-0.301,1,0,0,0
3.02,0,0,-0.302,1,0,0,0
3.03,0,0,-0.303,1,0,0,0
3.04,0,0,-0.304,1,0,0,0
3.05,0,0,-0.305,1,0,0,0
3.06,0,0,-0.306,1,0,0,0
3.07,0,0,-0.307,1,0,0,0
3.08,0,0,-0.308,1,0,0,0
3.09,0,0,-0.309,1,0,0,0
3.1,0,0,-0.31,1,0,0,0
3.11,0,0,-0.311,1,0,0,0
3.12,0,0,-0.312,1,0,0,0
3.13,0,0,-0.313,1,0,0,0
3.14,0,0,-0.314,1,0,0,0
3.15,0,0,-0.315,1,0,0,0
3.16,0,0,-0.316,1,0,0,0
3.17,0,0,-0.317,1,0,0,0
3.18,0,0,-0.318,1,0,0,0
3.19,0,0,-0.319,1,0,0,0
3.2,0,0,-0.32,1,0,0,0
3.21,0,0,-0.321,1,0,0,0
3.22,0,0,-0.322,1,0,0,0
3.23,0,0,-0.323,1,0,0,0
3.24,0,0,-0.324,1,0,0,0
3.25,0,0,-0.325,1,0,0,0
3.26,0,0,-0.326,1,0,0,0
3.27,0,0,-0.327,1,0,0,0
3.28,0,0,-0.328,1,0,0,0
3.29,0,0,-0.329,1,0,0,0
3.3,0,0,-0.33,1,0,0,0
3.31,0,0,-0.331,1,0,0,0
3.32,0,0,-0.332,1,0,0,0
3.33,0,0,-0.333,1,0,0,0
3.34,0,0,-0.334,1,0,0,0
3.35,0,0,-0.335,1,0,0,0
3.36,0,0,-0.336,1,0,0,0
3.37,0,0,-0.337,1,0,0,0
3.38,0,0,-0.338,1,0,0,0
3.39,0,0,-0.339,1,0,0,0
3.4,0,0,-0.34,1,0,0,0
3.41,0,0,-0.341,1,0,0,0
3.42,0,0,-0.342,1,0,0,0
3.43,0,0,-0.343,1,0,0,0
3.44,0,0,-0.344,1,0,0,0
3.45,0,0,-0.345,1,0,0,0
3.46,0,0,-0.346,1,0,0,0
3.47,0,0,-0.347,1,0,0,0
3.48,0,0,-0.348,1,0,0,0
3.49,0,0,-0.349,1,0,0,0
3.5,0,0,-0.35,1,0,0,0
3.51,0,0,-0.351,1,0,0,0
3.52,0,0,-0.352,1,0,0,0
3.53,0,0,-0.353,1,0,0,0
3.54,0,0,-0.354,1,0,0,0
3.55,0,0,-0.355,1,0,0,0
3.56,0,0,-0.356,1,0,0,0
3.57,0,0,-0.357,1,0,0,0
3.58,0,0,-0.358,1,0,0,0
3.59,0,0,-0.359,1,0,0,0
3.6,0,0,-0.36,1,0,0,0
3.61,0,0,-0.361,1,0,0,0
3.62,0,0,-0.362,1,0,0,0
3.63,0,0,-0.363,1,0,0,0
3.64,0,0,-0.364,1,0,0,0
3.65,0,0,-0.365,1,0,0,0
3.66,0,0,-0.366,1,0,0,0
3.67,0,0,-0.367,1,0,0,0
3.68,0,0,-0.368,1,0,0,0
3.69,0,0,-0.369,1,0,0,0
3.7,0,0,-0.37,1,0,0,0
3.71,0,0,-0.371,1,0,0,0
3.72,0,0,-0.372,1,0,0,0
3.73,0,0,-0.373,1,0,0,0
3.74,0,0,-0.374,1,0,0,0
3.75,0,0,-0.375,1,0,0,0
3.76,0,0,-0.376,1,0,0,0
3.77,0,0,-0.377,1,0,0,0
3.78,0,0,-0.378,1,0,0,0
3.79,0,0,-0.379,1,0,0,0
3.8,0,0,-0.38,1,0,0,0
3.81,0,0,-0.381,1,0,0,0
3.82,0,0,-0.382,1,0,0,0
3.83,0,0,-0.383,1,0,0,0
3.84,0,0,-0.384,1,0,0,0
3.85,0,0,-0.385,1,0,0,0
3.86,0,0,-0.386,1,0,0,0
3.87,0,0,-0.387,1,0,0,0
3.88,0,0,-0.388,1,0,0,0
3.89,0,0,-0.389,1,0,0,0
3.9,0,0,-0.39,1,0,0,0
3.91,0,0,-0.391,1,0,0,0
3.92,0,0,-0.392,1,0,0,0
3.93,0,0,-0.393,1,0,0,0
3.94,0,0,-0.394,1,0,0,0
3.95,0,0,-0.395,1,0,0,0
3.96,0,0,-0.396,1,0,0,0
3.97,0,0,-0.397,1,0,0,0
3.98,0,0,-0.398,1,0,0,0
3.99,0,0,-0.399,1,0,0,0
4,0,0,-0.4,1,0,0,0
4.01,0,0,-0.401,1,0,0,0
4.02,0,0,-0.402,1,0,0,0
4.03,0,0,-0.403,1,0,0,0
4.04,0,0,-0.404,1,0,0,0
4.05,0,0,-0.405,1,0,0,0
4.06,0,0,-0.406,1,0,0,0
4.07,0,0,-0.407,1,0,0,0
4.08,0,0,-0.408,1,0,0,0
4.09,0,0,-0.409,1,0,0,0
4.1,0,0,-0.41,1,0,0,0
4.11,0,0,-0.411,1,0,0,0
4.12,0,0,-0.412,1,0,0,0
4.13,0,0,-0.413,1,0,0,0
4.14,0,0,-0.414,1,0,0,0
4.15,0,0,-0.415,1,0,0,0
4.16,0,0,-0.416,1,0,0,0
4.17,0,0,-0.417,1,0,0,0
4.18,0,0,-0.418,1,0,0,0
4.19,0,0,-0.419,1,0,0,0
4.2,0,0,-0.42,1,0,0,0
4.21,0,0,-0.421,1,0,0,0
4.22,0,0,-0.422,1,0,0,0
4.23,0,0,-0.423,1,0,0,0
4.24,0,0,-0.424,1,0,0,0
4.25,0,0,-0.425,1,0,0,0
4.26,0,0,-0.426,1,0,0,0
4.27,0,0,-0.427,1,0,0,0
4.28,0,0,-0.428,1,0,0,0
4.29,0,0,-0.429,1,0,0,0
4.3,0,0,-0.43,1,0,0,0
4.31,0,0,-0.431,1,0,0,0
4.32,0,0,-0.432,1,0,0,0
4.33,0,0,-0.433,1,0,0,0
4.34,0,0,-0.434,1,0,0,0
4.35,0,0,-0.435,1,0,0,0
4.36,0,0,-0.436,1,0,0,0
4.37,0,0,-0.437,1,0,0,0
4.38,0,0,-0.438,1,0,0,0
4.39,0,0,-0.439,1,0,0,0
4.4,0,0,-0.44,1,0,0,0
4.41,0,0,-0.441,1,0,0,0
4.42,0,0,-0.442,1,0,0,0
4.43,0,0,-0.443,1,0,0,0
4.44,0,0,-0.444,1,0,0,0
4.45,0,0,-0.445,1,0,0,0
4.46,0,0,-0.446,1,0,0,0
4.47,0,0,-0.447,1,0,0,0
4.48,0,0,-0.448,1,0,0,0
4.49,0,0,-0.449,1,0,0,0
4.5,0,0,-0.45,1,0,0,0
4.51,0,0,-0.451,1,0,0,0
4.52,0,0,-0.452,1,0,0,0
4.53,0,0,-0.453,1,0,0,0
4.54,0,0,-0.454,1,0,0,0
4.55,0,0,-0.455,1,0,0,0
4.56,0,0,-0.456,1,0,0,0
4.57,0,0,-0.457,1,0,0,0
4.58,0,0,-0.458,1,0,0,0
4.59,0,0,-0.459,1,0,0,0
4.6,0,0,-0.46,1,0,0,0
4.61,0,0,-0.461,1,0,0,0
4.62,0,0,-0.462,1,0,0,0
4.63,0,0,-0.463,1,0,0,0
4.64,0,0,-0.464,1,0,0,0
4.65,0,0,-0.465,1,0,0,0
4.66,0,0,-0.466,1,0,0,0
4.67,0,0,-0.467,1,0,0,0
4.68,0,0,-0.468,1,0,0,0
4.69,0,0,-0.469,1,0,0,0
4.7,0,0,-0.47,1,0,0,0
4.71,0,0,-0.471,1,0,0,0
4.72,0,0,-0.472,1,0,0,0
4.73,0,0,-0.473,1,0,0,0
4.74,0,0,-0.474,1,0,0,0
4.75,0,0,-0.475,1,0,0,0
4.76,0,0,-0.476,1,0,0,0
4.77,0,0,-0.477,1,0,0,0
4.78,0,0,-0.478,1,0,0,0
4.79,0,0,-0.479,1,0,0,0
4.8,0,0,-0.48,1,0,0,0
4.81,0,0,-0.481,1,0,0,0
4.82,0,0,-0.482,1,0,0,0
4.83,0,0,-0.483,1,0,0,0
4.84,0,0,-0.484,1,0,0,0
4.85,0,0,-0.485,1,0,0,0
4.86,0,0,-0.486,1,0,0,0
4.87,0,0,-0.487,1,0,0,0
4.88,0,0,-0.488,1,0,0,0
4.89,0,0,-0.489,1,0,0,0
4.9,0,0,-0.49,1,0,0,0
4.91,0,0,-0.491,1,0,0,0
4.92,0,0,-0.492,1,0,0,0
4.93,0,0,-0.493,1,0,0,0
4.94,0,0,-0.494,1,0,0,0
4.95,0,0,-0.495,1,0,0,0
4.96,0,0,-0.496,1,0,0,0
4.97,0,0,-0.497,1,0,0,0
4.98,0,0,-0.498,1,0,0,0
4.99,0,0,-0.499,1,0,0,0
5,0,0,-0.5,1,0,0,0
5.01,0,0,-0.501,1,0,0,0
5.02,0,0,-0.502,1,0,0,0
5.03,0,0,-0.503,1,0,0,0
5.04,0,0,-0.504,1,0,0,0
5.05,0,0,-0.505,1,0,0,0
5.06,0,0,-0.506,1,0,0,0
5.07,0,0,-0.507,1,0,0,0
5.08,0,0,-0.508,1,0,0,0
5.09,0,0,-0.509,1,0,0,0
5.1,0,0,-0.51,1,0,0,0
5.11,0,0,-0.511,1,0,0,0
5.12,0,0,-0.512,1,0,0,0
5.13,0,0,-0.513,1,0,0,0
5.14,0,0,-0.514,1,0,0,0
5.15,0,0,-0.515,1,0,0,0
5.16,0,0,-0.516,1,0,0,0
5.17,0,0,-0.517,1,0,0,0
5.18,0,0,-0.518,1,0,0,0
5.19,0,0,-0.519,1,0,0,0
5.2,0,0,-0.52,1,0,0,0
5.21,0,0,-0.521,1,0,0,0
5.22,0,0,-0.522,1,0,0,0
5.23,0,0,-0.523,1,0,0,0
5.24,0,0,-0.524,1,0,0,0
5.25,0,0,-0.525,1,0,0,0
5.26,0,0,-0.526,1,0,0,0
5.27,0,0,-0.527,1,0,0,0
5.28,0,0,-0.528,1,0,0,0
5.29,0,0,-0.529,1,0,0,0
5.3,0,0,-0.53,1,0,0,0
5.31,0,0,-0.531,1,0,0,0
5.32,0,0,-0.532,1,0,0,0
5.33,0,0,-0.533,1,0,0,0
5.34,0,0,-0.534,1,0,0,0
5.35,0,0,-0.535,1,0,0,0
5.36,0,0,-0.536,1,0,0,0
5.37,0,0,-0.537,1,0,0,0
5.38,0,0,-0.538,1,0,0,0
5.39,0,0,-0.539,1,0,0,0
5.4,0,0,-0.54,1,0,0,0
5.41,0,0,-0.541,1,0,0,0
5.42,0,0,-0.542,1,0,0,0
5.43,0,0,-0.543,1,0,0,0
5.44,0,0,-0.544,1,0,0,0
5.45,0,0,-0.545,1,0,0,0
5.46,0,0,-0.546,1,0,0,0
5.47,0,0,-0.547,1,0,0,0
5.48,0,0,-0.548,1,0,0,0
5.49,0,0,-0.549,1,0,0,0
5.5,0,0,-0.55,1,0,0,0
5.51,0,0,-0.551,1,0,0,0
5.52,0,0,-0.552,1,0,0,0
5.53,0,0,-0.553,1,0,0,0
5.54,0,0,-0.554,1,0,0,0
5.55,0,0,-0.555,1,0,0,0
5.56,0,0,-0.556,1,0,0,0
5.57,0,0,-0.557,1,0,0,0
5.58,0,0,-0.558,1,0,0,0
5.59,0,0,-0.559,1,0,0,0
5.6,0,0,-0.56,1,0,0,0
5.61,0,0,-0.561,1,0,0,0
5.62,0,0,-0.562,1,0,0,0
5.63,0,0,-0.563,1,0,0,0
5.64,0,0,-0.564,1,0,0,0
5.65,0,0,-0.565,1,0,0,0
5.66,0,0,-0.566,1,0,0,0
5.67,0,0,-0.567,1,0,0,0
5.68,0,0,-0.568,1,0,0,0
5.69,0,0,-0.569,1,0,0,0
5.7,0,0,-0.57,1,0,0,0
5.71,0,0,-0.571,1,0,0,0
5.72,0,0,-0.572,1,0,0,0
5.73,0,0,-0.573,1,0,0,0
5.74,0,0,-0.574,1,0,0,0
5.75,0,0,-0.575,1,0,0,0
5.76,0,0,-0.576,1,0,0,0
5.77,0,0,-0.577,1,0,0,0
5.78,0,0,-0.578,1,0,0,0
5.79,0,0,-0.579,1,0,0,0
5.8,0,0,-0.58,1,0,0,0
5.81,0,0,-0.581,1,0,0,0
5.82,0,0,-0.582,1,0,0,0
5.83,0,0,-0.583,1,0,0,0
5.84,0,0,-0.584,1,0,0,0
5.85,0,0,-0.585,1,0,0,0
5.86,0,0,-0.586,1,0,0,0
5.87,0,0,-0.587,1,0,0,0
5.88,0,0,-0.588,1,0,0,0
5.89,0,0,-0.589,1,0,0,0
5.9,0,0,-0.59,1,0,0,0
5.91,0,0,-0.591,1,0,0,0
5.92,0,0,-0.592,1,0,0,0
5.93,0,0,-0.593,1,0,0,0
5.94,0,0,-0.594,1,0,0,0
5.95,0,0,-0.595,1,0,0,0
5.96,0,0,-0.596,1,0,0,0
5.97,0,0,-0.597,1,0,0,0
5.98,0,0,-0.598,1,0,0,0
5.99,0,0,-0.599,1,0,0,0
6,0,0,-0.6,1,0,0,0
6.01,0,0,-0.601,1,0,0,0
6.02,0,0,-0.602,1,0,0,0
6.03,0,0,-0.603,1,0,0,0
6.04,0,0,-0.604,1,0,0,0
6.05,0,0,-0.605,1,0,0,0
6.06,0,0,-0.606,1,0,0,0
6.07,0,0,-0.607,1,0,0,0
6.08,0,0,-0.608,1,0,0,0
6.09,0,0,-0.609,1,0,0,0
6.1,0,0,-0.61,1,0,0,0
6.11,0,0,-0.611,1,0,0,0
6.12,0,0,-0.612,1,0,0,0
6.13,0,0,-0.613,1,0,0,0
6.14,0,0,-0.614,1,0,0,0
6.15,0,0,-0.615,1,0,0,0
6.16,0,0,-0.616,1,0,0,0
6.17,0,0,-0.617,1,0,0,0
6.18,0,0,-0.618,1,0,0,0
6.19,0,0,-0.619,1,0,0,0
6.2,0,0,-0.62,1,0,0,0
6.21,0,0,-0.621,1,0,0,0
6.22,0,0,-0.622,1,0,0,0
6.23,0,0,-0.623,1,0,0,0
6.24,0,0,-0.624,1,0,0,0
6.25,0,0,-0.625,1,0,0,0
6.26,0,0,-0.626,1,0,0,0
6.27,0,0,-0.627,1,0,0,0
6.28,0,0,-0.628,1,0,0,0
6.29,0,0,-0.629,1,0,0,0
6.3,0,0,-0.63,1,0,0,0
6.31,0,0,-0.631,1,0,0,0
6.32,0,0,-0.632,1,0,0,0
6.33,0,0,-0.633,1,0,0,0
6.34,0,0,-0.634,1,0,0,0
6.35,0,0,-0.635,1,0,0,0
6.36,0,0,-0.636,1,0,0,0
6.37,0,0,-0.637,1,0,0,0
6.38,0,0,-0.638,1,0,0,0
6.39,0,0,-0.639,1,0,0,0
6.4,0,0,-0.64,1,0,0,0
6.41,0,0,-0.641,1,0,0,0
6.42,0,0,-0.642,1,0,0,0
6.43,0,0,-0.643,1,0,0,0
6.44,0,0,-0.644,1,0,0,0
6.45,0,0,-0.645,1,0,0,0
6.46,0,0,-0.646,1,0,0,0
6.47,0,0,-0.647,1,0,0,0
6.48,0,0,-0.648,1,0,0,0
6.49,0,0,-0.649,1,0,0,0
6.5,0,0,-0.65,1,0,0,0
6.51,0,0,-0.651,1,0,0,0
6.52,0,0,-0.652,1,0,0,0
6.53,0,0,-0.653,1,0,0,0
6.54,0,0,-0.654,1,0,0,0
6.55,0,0,-0.655,1,0,0,0
6.56,0,0,-0.656,1,0,0,0
6.57,0,0,-0.657,1,0,0,0
6.58,0,0,-0.658,1,0,0,0
6.59,0,0,-0.659,1,0,0,0
6.6,0,0,-0.66,1,0,0,0
6.61,0,0,-0.661,1,0,0,0
6.62,0,0,-0.662,1,0,0,0
6.63,0,0,-0.663,1,0,0,0
6.64,0,0,-0.664,1,0,0,0
6.65,0,0,-0.665,1,0,0,0
